year,id_,marital,race,rincome,partyid,relig,denom
2e3,675.0,Widowed,Black,$15000 - 19999,Not str democrat,Protestant,Am bapt ch in usa
2e3,676.0,Never married,Black,$1000 to 2999,Strong democrat,Protestant,Southern baptist
2e3,677.0,Never married,Black,$25000 or more,"Ind,near dem",Protestant,Other
2e3,678.0,Divorced,Other,Not applicable,Other party,Catholic,Not applicable
2e3,679.0,Never married,Black,No answer,Strong democrat,Protestant,Am bapt ch in usa
2e3,680.0,Married,White,$25000 or more,Strong republican,Protestant,Other
2e3,681.0,Never married,White,$4000 to 4999,"Ind,near rep",Protestant,United methodist
2e3,682.0,Never married,White,$15000 - 19999,"Ind,near rep",None,Not applicable
2e3,683.0,Married,White,Not applicable,Not str republican,Protestant,United methodist
2e3,684.0,Married,White,$25000 or more,Strong republican,Protestant,Southern baptist
2e3,685.0,Married,White,$10000 - 14999,Not str democrat,Protestant,Methodist-dk which
2e3,686.0,Married,White,$25000 or more,Not str republican,Protestant,Other
2e3,687.0,Married,White,$25000 or more,Not str republican,Protestant,Other
2e3,688.0,Never married,White,$15000 - 19999,Independent,Protestant,Southern baptist
2e3,689.0,Divorced,White,$20000 - 24999,Independent,Catholic,Not applicable
2e3,690.0,Separated,White,$20000 - 24999,Independent,Protestant,Methodist-dk which
2e3,691.0,Divorced,White,$25000 or more,Not str democrat,Protestant,Am lutheran
2e3,692.0,Married,White,$10000 - 14999,Strong democrat,Protestant,United methodist
2e3,693.0,Married,White,$1000 to 2999,Strong republican,Protestant,No answer
2e3,694.0,Married,White,$25000 or more,Not str republican,Catholic,Not applicable
2e3,695.0,Married,White,$25000 or more,Not str republican,None,Not applicable
2e3,696.0,Married,White,$25000 or more,Not str democrat,Protestant,United methodist
2e3,697.0,Married,White,$10000 - 14999,Independent,Protestant,No denomination
2e3,698.0,Married,White,Not applicable,Strong democrat,Protestant,No answer
2e3,699.0,Married,White,Not applicable,"Ind,near dem",Protestant,Other
2e3,700.0,Never married,White,$15000 - 19999,Independent,Other,Not applicable
2e3,701.0,Divorced,White,$3000 to 3999,Not str democrat,Protestant,United methodist
2e3,702.0,Married,White,$10000 - 14999,Independent,None,Not applicable
2e3,703.0,Divorced,White,$25000 or more,Strong democrat,Catholic,Not applicable
2e3,704.0,Never married,White,$1000 to 2999,Strong democrat,Protestant,Lutheran-mo synod
2e3,705.0,Never married,White,$6000 to 6999,Independent,Protestant,Other
2e3,706.0,Never married,White,$8000 to 9999,Independent,Other,Not applicable
2e3,707.0,Never married,White,$20000 - 24999,Independent,None,Not applicable
2e3,708.0,Widowed,White,Not applicable,Strong republican,Protestant,Lutheran-mo synod
2e3,709.0,Married,White,$20000 - 24999,Other party,Protestant,Evangelical luth
2e3,710.0,Married,White,$15000 - 19999,Not str democrat,Catholic,Not applicable
2e3,711.0,Never married,Other,$6000 to 6999,"Ind,near dem",Protestant,Episcopal
2e3,712.0,Never married,White,Not applicable,Not str democrat,Protestant,Lutheran-dk which
2e3,713.0,Married,White,Not applicable,Not str democrat,None,Not applicable
2e3,714.0,Divorced,White,$20000 - 24999,Strong republican,Catholic,Not applicable
2e3,715.0,Married,White,$15000 - 19999,"Ind,near dem",Catholic,Not applicable
2e3,716.0,Married,White,$25000 or more,Strong republican,Protestant,United methodist
2e3,717.0,Married,White,Not applicable,Independent,Protestant,Methodist-dk which
2e3,718.0,Widowed,White,Not applicable,Not str democrat,Protestant,Other
2e3,719.0,Never married,White,$15000 - 19999,"Ind,near rep",Christian,Not applicable
2e3,720.0,Never married,Other,$20000 - 24999,Independent,Catholic,Not applicable
2e3,721.0,Divorced,White,$20000 - 24999,Not str democrat,Protestant,Baptist-dk which
2e3,722.0,Married,White,$25000 or more,Not str republican,Protestant,United methodist
2e3,723.0,Married,White,$25000 or more,Not str republican,Catholic,Not applicable
2e3,724.0,Married,Other,$15000 - 19999,Not str democrat,Catholic,Not applicable
2e3,725.0,Divorced,White,$25000 or more,"Ind,near dem",Protestant,No denomination
2e3,726.0,Divorced,White,Not applicable,"Ind,near rep",Protestant,United methodist
2e3,727.0,Married,White,$25000 or more,Not str republican,None,Not applicable
2e3,728.0,Widowed,White,Not applicable,Strong democrat,None,Not applicable
2e3,729.0,Never married,White,Not applicable,"Ind,near rep",Catholic,Not applicable
2e3,730.0,Widowed,White,Not applicable,Strong democrat,None,Not applicable
2e3,731.0,Married,Other,$25000 or more,Independent,Catholic,Not applicable
2e3,732.0,Widowed,White,Not applicable,Not str republican,Catholic,Not applicable
2e3,733.0,Divorced,White,Not applicable,Not str democrat,Protestant,United methodist
2e3,734.0,Married,White,$1000 to 2999,Independent,Protestant,United methodist
2e3,735.0,Married,White,Not applicable,Not str republican,Protestant,Baptist-dk which
2e3,736.0,Widowed,White,$5000 to 5999,Strong democrat,Buddhism,Not applicable
2e3,737.0,Widowed,White,Not applicable,Not str democrat,Protestant,United methodist
2e3,738.0,Divorced,White,Not applicable,"Ind,near rep",Catholic,Not applicable
2e3,739.0,Separated,White,$25000 or more,Not str republican,Protestant,Am lutheran
2e3,740.0,Widowed,White,Not applicable,Not str republican,Protestant,Other
2e3,741.0,Married,White,$25000 or more,Strong republican,Protestant,Baptist-dk which
2e3,742.0,Married,White,$10000 - 14999,Not str republican,Catholic,Not applicable
2e3,743.0,Married,White,$25000 or more,"Ind,near dem",Catholic,Not applicable
2e3,744.0,Never married,White,Not applicable,Not str democrat,Catholic,Not applicable
2e3,745.0,Married,White,$7000 to 7999,Strong republican,Protestant,Lutheran-mo synod
2e3,746.0,Married,White,$25000 or more,Independent,Protestant,Other
2e3,747.0,Married,Black,$25000 or more,"Ind,near dem",Catholic,Not applicable
2e3,748.0,Married,White,$8000 to 9999,Independent,Catholic,Not applicable
2e3,749.0,Married,White,$25000 or more,Not str republican,Protestant,Presbyterian-dk wh
2e3,750.0,Married,White,$25000 or more,Strong democrat,Catholic,Not applicable
2e3,751.0,Married,White,$15000 - 19999,Not str democrat,Catholic,Not applicable
2e3,752.0,Married,White,$25000 or more,Other party,Protestant,Methodist-dk which
2e3,753.0,Married,White,$10000 - 14999,Independent,None,Not applicable
2e3,754.0,Married,White,$25000 or more,"Ind,near dem",Other,Not applicable
2e3,755.0,Married,White,Not applicable,Strong democrat,Catholic,Not applicable
2e3,756.0,Married,White,$8000 to 9999,Strong republican,Protestant,No denomination
2e3,757.0,Never married,White,Not applicable,"Ind,near rep",None,Not applicable
2e3,758.0,Never married,White,Not applicable,"Ind,near rep",Protestant,Evangelical luth
2e3,759.0,Married,White,Not applicable,Not str democrat,Protestant,Am lutheran
2e3,760.0,Divorced,White,Don't know,Independent,Other,Not applicable
2e3,761.0,Married,White,$25000 or more,Other party,Protestant,No denomination
2e3,762.0,Married,White,$25000 or more,"Ind,near dem",None,Not applicable
2e3,763.0,Never married,White,$25000 or more,Strong republican,Protestant,United methodist
2e3,764.0,Never married,White,$25000 or more,Not str democrat,Catholic,Not applicable
2e3,765.0,Widowed,White,Not applicable,Not str republican,Protestant,Other
2e3,766.0,Married,White,$25000 or more,Strong republican,Protestant,Other
2e3,767.0,Widowed,White,$25000 or more,Not str democrat,Catholic,Not applicable
2e3,768.0,Married,White,$10000 - 14999,Not str democrat,Protestant,Am lutheran
2e3,769.0,Married,White,$25000 or more,Not str democrat,None,Not applicable
2e3,770.0,Never married,White,$15000 - 19999,"Ind,near rep",Protestant,Other
2e3,771.0,Never married,White,$25000 or more,Not str republican,None,Not applicable
2e3,772.0,Never married,White,No answer,Independent,Protestant,Nat bapt conv of am
2e3,773.0,Divorced,White,$10000 - 14999,Strong republican,Protestant,Other
2e3,774.0,Divorced,White,$3000 to 3999,Independent,None,Not applicable
2e3,775.0,Never married,White,$25000 or more,"Ind,near rep",Catholic,Not applicable
2e3,776.0,Divorced,White,$10000 - 14999,Strong democrat,Catholic,Not applicable
2e3,777.0,Never married,White,$25000 or more,Not str republican,Catholic,Not applicable
2e3,778.0,Never married,White,Not applicable,"Ind,near rep",None,Not applicable
2e3,779.0,Never married,White,Not applicable,Not str republican,Protestant,United methodist
2e3,780.0,Married,White,Not applicable,"Ind,near dem",Protestant,No denomination
2e3,781.0,Divorced,White,$7000 to 7999,"Ind,near dem",Protestant,United methodist
2e3,782.0,Married,White,$10000 - 14999,Not str democrat,Catholic,Not applicable
2e3,783.0,Widowed,White,Not applicable,Strong democrat,Catholic,Not applicable
2e3,784.0,Married,White,Not applicable,Not str republican,Protestant,Other
2e3,785.0,Married,White,$15000 - 19999,Not str republican,Protestant,Other
2e3,786.0,Never married,White,$5000 to 5999,"Ind,near dem",Protestant,Other
2e3,787.0,Married,White,Lt $1000,Not str republican,Protestant,Other baptists
2e3,788.0,Divorced,White,$15000 - 19999,Strong republican,Protestant,Other
2e3,789.0,Divorced,White,$10000 - 14999,Independent,None,Not applicable
2e3,790.0,Never married,White,$25000 or more,Not str republican,Catholic,Not applicable
2e3,791.0,Never married,White,$25000 or more,"Ind,near dem",Protestant,United methodist
2e3,792.0,Divorced,White,Refused,"Ind,near dem",None,Not applicable
2e3,793.0,Divorced,White,$6000 to 6999,No answer,Catholic,Not applicable
2e3,794.0,Married,White,$25000 or more,Independent,Protestant,Other
2e3,795.0,Married,White,$15000 - 19999,Strong democrat,Catholic,Not applicable
2e3,796.0,Never married,White,$25000 or more,"Ind,near dem",None,Not applicable
2e3,797.0,Married,White,$15000 - 19999,Independent,Protestant,Other
2e3,798.0,Separated,Black,$10000 - 14999,Strong democrat,Protestant,Afr meth episcopal
2e3,799.0,Married,White,Not applicable,"Ind,near rep",None,Not applicable
2e3,800.0,Married,White,Refused,Not str republican,Protestant,Other
2e3,801.0,Married,White,Not applicable,Not str democrat,Catholic,Not applicable
2e3,802.0,Never married,White,Refused,"Ind,near dem",None,Not applicable
2e3,803.0,Never married,White,Not applicable,"Ind,near dem",Protestant,Episcopal
2e3,804.0,Married,White,Not applicable,Strong republican,Catholic,Not applicable
2e3,805.0,Married,White,Don't know,Not str democrat,Protestant,Other
2e3,806.0,Married,White,$15000 - 19999,"Ind,near rep",Catholic,Not applicable
2e3,807.0,Never married,White,$25000 or more,Independent,Catholic,Not applicable
2e3,808.0,Widowed,White,Don't know,Not str democrat,Catholic,Not applicable
2e3,809.0,Widowed,White,Not applicable,Strong democrat,Catholic,Not applicable
2e3,810.0,Widowed,White,Not applicable,Strong democrat,Catholic,Not applicable
2e3,811.0,Widowed,White,Don't know,Independent,Protestant,United methodist
2e3,812.0,Married,White,$25000 or more,Strong republican,Protestant,Other baptists
2e3,813.0,Married,White,$10000 - 14999,Independent,Protestant,Southern baptist
2e3,814.0,Widowed,White,$10000 - 14999,Independent,Protestant,Other methodist
2e3,815.0,Married,White,$10000 - 14999,Independent,Protestant,Southern baptist
2e3,816.0,Married,White,Not applicable,Independent,Protestant,Methodist-dk which
2e3,817.0,Never married,White,$25000 or more,"Ind,near rep",Protestant,United methodist
2e3,818.0,Widowed,White,$8000 to 9999,Not str democrat,Protestant,United methodist
2e3,819.0,Widowed,Black,Not applicable,Not str democrat,Protestant,Southern baptist
2e3,820.0,Never married,White,$15000 - 19999,Strong republican,Protestant,Other baptists
2e3,821.0,Divorced,White,Refused,Independent,Catholic,Not applicable
2e3,822.0,Divorced,White,$25000 or more,"Ind,near dem",Protestant,No denomination
2e3,823.0,Married,White,$25000 or more,Independent,Protestant,Southern baptist
2e3,824.0,Divorced,White,$25000 or more,"Ind,near rep",Protestant,No denomination
2e3,825.0,Separated,Black,$5000 to 5999,Independent,Protestant,Am bapt ch in usa
2e3,826.0,Married,White,$20000 - 24999,Independent,Protestant,Baptist-dk which
2e3,827.0,Married,Black,$10000 - 14999,Independent,Protestant,Other
2e3,828.0,Widowed,White,Not applicable,"Ind,near rep",Protestant,Baptist-dk which
2e3,829.0,Never married,White,Not applicable,Independent,Protestant,Other baptists
2e3,830.0,Married,White,$20000 - 24999,Independent,Protestant,Other baptists
2e3,831.0,Never married,White,$4000 to 4999,"Ind,near dem",None,Not applicable
2e3,832.0,Married,White,$25000 or more,Strong republican,Protestant,Presbyterian c in us
2e3,833.0,Married,White,Not applicable,"Ind,near rep",Protestant,Luth ch in america
2e3,834.0,Never married,White,$20000 - 24999,Strong republican,Protestant,Methodist-dk which
2e3,835.0,Married,White,Refused,Independent,Protestant,United methodist
2e3,836.0,Married,White,Refused,Not str republican,Protestant,Episcopal
2e3,837.0,Married,White,$6000 to 6999,Strong republican,Catholic,Not applicable
2e3,838.0,Widowed,White,Not applicable,"Ind,near rep",Protestant,Episcopal
2e3,839.0,Married,White,$25000 or more,Not str republican,Protestant,"Presbyterian, merged"
2e3,840.0,Widowed,White,Not applicable,Strong republican,Protestant,Southern baptist
2e3,841.0,Married,Other,$15000 - 19999,Independent,Catholic,Not applicable
2e3,842.0,Never married,White,$10000 - 14999,Not str republican,Protestant,Southern baptist
2e3,843.0,Separated,White,$20000 - 24999,Strong republican,Protestant,Southern baptist
2e3,844.0,Widowed,White,Not applicable,Strong republican,Protestant,Southern baptist
2e3,845.0,Married,White,$25000 or more,Strong republican,Protestant,United methodist
2e3,846.0,Widowed,White,Not applicable,Not str democrat,Protestant,United methodist
2e3,847.0,Never married,White,Not applicable,Independent,Protestant,United methodist
2e3,848.0,Widowed,White,Not applicable,"Ind,near rep",Protestant,Presbyterian c in us
2e3,849.0,Widowed,White,Not applicable,Independent,Protestant,Lutheran-mo synod
2e3,850.0,Widowed,White,Not applicable,Not str republican,Protestant,Presbyterian c in us
2e3,851.0,Married,White,$25000 or more,Not str democrat,Protestant,Episcopal
2e3,852.0,Married,White,$25000 or more,Strong republican,Protestant,Episcopal
2e3,853.0,Widowed,White,Not applicable,Not str democrat,Protestant,Presbyterian c in us
2e3,854.0,Separated,Black,$25000 or more,Not str republican,Protestant,Afr meth ep zion
2e3,855.0,Married,White,Not applicable,Strong republican,Protestant,Other baptists
2e3,856.0,Married,White,$10000 - 14999,Independent,None,Not applicable
2e3,857.0,Separated,White,$15000 - 19999,Not str republican,Protestant,Lutheran-mo synod
2e3,858.0,Married,White,Not applicable,Not str republican,Protestant,Episcopal
2e3,859.0,Widowed,White,Not applicable,"Ind,near dem",Protestant,Presbyterian-dk wh
2e3,860.0,Married,White,$25000 or more,Strong democrat,Protestant,United pres ch in us
2e3,861.0,Divorced,White,$10000 - 14999,Strong democrat,Protestant,Am baptist asso
2e3,862.0,Never married,White,$20000 - 24999,"Ind,near dem",None,Not applicable
2e3,863.0,Widowed,White,Not applicable,Strong republican,Protestant,Baptist-dk which
2e3,864.0,Never married,Black,Don't know,Independent,None,Not applicable
2e3,865.0,Never married,Black,$20000 - 24999,"Ind,near rep",Protestant,Other
2e3,866.0,Divorced,White,Not applicable,Independent,Protestant,Other presbyterian
2e3,867.0,Married,White,$25000 or more,Not str democrat,Catholic,Not applicable
2e3,868.0,Never married,White,$10000 - 14999,Independent,Protestant,Other
2e3,869.0,Married,White,Not applicable,"Ind,near rep",Protestant,Other
2e3,870.0,Divorced,White,$25000 or more,"Ind,near dem",Protestant,Other methodist
2e3,871.0,Married,White,$25000 or more,Strong republican,Catholic,Not applicable
2e3,872.0,Married,White,$15000 - 19999,Independent,Catholic,Not applicable
2e3,873.0,Never married,White,$3000 to 3999,"Ind,near rep",Protestant,No denomination
2e3,874.0,Divorced,White,$4000 to 4999,"Ind,near rep",Catholic,Not applicable
2e3,875.0,Never married,White,$3000 to 3999,Independent,Catholic,Not applicable
2e3,876.0,Divorced,White,Not applicable,Independent,Protestant,United methodist
2e3,877.0,Widowed,White,Not applicable,Independent,Protestant,Am lutheran
2e3,878.0,Divorced,White,Not applicable,Independent,Protestant,Methodist-dk which
2e3,879.0,Married,White,Not applicable,Not str democrat,Catholic,Not applicable
2e3,880.0,Divorced,White,Not applicable,"Ind,near dem",Protestant,Other methodist
2e3,881.0,Divorced,White,Not applicable,Not str republican,Protestant,United methodist
2e3,882.0,Widowed,White,Not applicable,Strong democrat,Protestant,Other
2e3,883.0,Widowed,White,Not applicable,Independent,Protestant,United methodist
2e3,884.0,Never married,White,$15000 - 19999,Not str democrat,Catholic,Not applicable
2e3,885.0,Married,White,Not applicable,Not str democrat,Protestant,Southern baptist
2e3,886.0,Divorced,White,$3000 to 3999,"Ind,near dem",Protestant,Other baptists
2e3,887.0,Married,White,$15000 - 19999,Independent,Protestant,United methodist
2e3,888.0,Married,White,$10000 - 14999,Independent,Protestant,Other
2e3,889.0,Divorced,White,Not applicable,Strong republican,Protestant,Southern baptist
2e3,890.0,Married,White,$25000 or more,Not str democrat,Protestant,Southern baptist
2e3,891.0,Widowed,White,Not applicable,Not str democrat,Protestant,Southern baptist
2e3,892.0,Married,White,$25000 or more,Strong republican,Protestant,Southern baptist
2e3,893.0,Married,White,Lt $1000,Not str democrat,Protestant,Other presbyterian
2e3,894.0,Married,White,$25000 or more,Strong republican,Protestant,United methodist
2e3,895.0,Married,White,$25000 or more,Strong republican,Protestant,Southern baptist
2e3,896.0,Married,White,$25000 or more,Not str republican,Protestant,Other
2e3,897.0,Married,Black,$25000 or more,Not str democrat,Protestant,Baptist-dk which
2e3,898.0,Married,White,Not applicable,Strong republican,Protestant,Other
2e3,899.0,Married,White,$15000 - 19999,Not str democrat,Protestant,Southern baptist
2e3,900.0,Married,White,Not applicable,"Ind,near rep",Protestant,No denomination
2e3,901.0,Never married,Black,Not applicable,Independent,Protestant,Baptist-dk which
2e3,902.0,Married,White,Not applicable,Strong republican,Protestant,Southern baptist
2e3,903.0,Never married,White,$1000 to 2999,Not str republican,Other,Not applicable
2e3,904.0,Divorced,Black,Not applicable,Independent,Protestant,Nat bapt conv usa
2e3,905.0,Married,Other,Not applicable,"Ind,near dem",Other,Not applicable
2e3,906.0,Widowed,Black,Not applicable,Not str republican,Protestant,Southern baptist
2e3,907.0,Divorced,Black,Not applicable,Strong democrat,Catholic,Not applicable
2e3,908.0,Divorced,Black,Don't know,Independent,Protestant,Baptist-dk which
2e3,909.0,Married,White,$1000 to 2999,Not str democrat,Protestant,Baptist-dk which
2e3,910.0,Divorced,White,Not applicable,Not str republican,Protestant,Nat bapt conv of am
2e3,911.0,Married,Black,Not applicable,Not str democrat,Protestant,Am bapt ch in usa
2e3,912.0,Married,White,Not applicable,Strong republican,Protestant,Southern baptist
2e3,913.0,Never married,White,$8000 to 9999,"Ind,near dem",Protestant,Southern baptist
2e3,914.0,Divorced,White,$8000 to 9999,"Ind,near rep",Protestant,Episcopal
2e3,915.0,Separated,White,Not applicable,Not str democrat,None,Not applicable
2e3,916.0,Married,White,$15000 - 19999,Independent,Protestant,Other baptists
2e3,917.0,Never married,White,$10000 - 14999,"Ind,near rep",Protestant,Other baptists
2e3,918.0,Divorced,White,$25000 or more,"Ind,near rep",None,Not applicable
2e3,919.0,Never married,Black,$25000 or more,"Ind,near dem",None,Not applicable
2e3,920.0,Never married,White,$25000 or more,Strong republican,Protestant,United methodist
2e3,921.0,Widowed,White,Not applicable,Strong democrat,Protestant,United methodist
2e3,922.0,Never married,White,$4000 to 4999,Independent,Protestant,Baptist-dk which
2e3,923.0,Married,White,$25000 or more,"Ind,near dem",Protestant,Other baptists
2e3,924.0,Married,White,$25000 or more,Not str republican,Protestant,Other baptists
2e3,925.0,Divorced,White,$25000 or more,"Ind,near dem",Protestant,Southern baptist
2e3,926.0,Separated,White,$25000 or more,"Ind,near rep",Protestant,Other
2e3,927.0,Separated,White,$10000 - 14999,"Ind,near dem",Protestant,Southern baptist
2e3,928.0,Married,White,$10000 - 14999,"Ind,near rep",Protestant,Southern baptist
2e3,929.0,Divorced,White,Not applicable,"Ind,near dem",Protestant,Southern baptist
2e3,930.0,Divorced,White,$25000 or more,"Ind,near rep",None,Not applicable
2e3,931.0,Married,White,Not applicable,"Ind,near dem",Protestant,Baptist-dk which
2e3,932.0,Divorced,White,$15000 - 19999,"Ind,near rep",Protestant,Other baptists
2e3,933.0,Married,White,$4000 to 4999,Independent,Protestant,Other lutheran
2e3,934.0,Divorced,White,No answer,Not str republican,Catholic,Not applicable
2e3,935.0,Never married,White,$15000 - 19999,"Ind,near dem",None,Not applicable
2e3,936.0,Divorced,White,$25000 or more,Strong republican,Inter-nondenominational,Not applicable
2e3,937.0,Divorced,White,$25000 or more,Not str democrat,None,Not applicable
2e3,938.0,Never married,Other,$1000 to 2999,Independent,Protestant,Am baptist asso
2e3,939.0,Never married,White,$8000 to 9999,"Ind,near dem",None,Not applicable
2e3,940.0,Never married,White,$25000 or more,Strong democrat,Protestant,United methodist
2e3,941.0,Married,Black,$20000 - 24999,Not str democrat,Protestant,Am baptist asso
2e3,942.0,Widowed,White,Not applicable,Not str democrat,Catholic,Not applicable
2e3,943.0,Married,Black,$20000 - 24999,Strong democrat,Protestant,Other baptists
2e3,944.0,Married,White,Not applicable,Independent,Protestant,Southern baptist
2e3,945.0,Divorced,White,$20000 - 24999,Independent,Catholic,Not applicable
2e3,946.0,Married,White,$25000 or more,Strong republican,Protestant,Other methodist
2e3,947.0,Divorced,White,No answer,Strong republican,Protestant,United methodist
2e3,948.0,Divorced,Other,$15000 - 19999,Independent,Protestant,Southern baptist
2e3,949.0,Married,White,$25000 or more,Strong republican,Protestant,Presbyterian c in us
2e3,950.0,Married,White,$25000 or more,"Ind,near dem",None,Not applicable
2e3,951.0,Married,White,Not applicable,"Ind,near dem",Catholic,Not applicable
2e3,952.0,Married,White,$25000 or more,"Ind,near dem",Other,Not applicable
2e3,953.0,Never married,White,Not applicable,Independent,None,Not applicable
2e3,954.0,Divorced,Other,$15000 - 19999,Not str democrat,Catholic,Not applicable
2e3,955.0,Divorced,White,Not applicable,Strong democrat,Protestant,No denomination
2e3,956.0,Never married,White,$10000 - 14999,Strong democrat,None,Not applicable
2e3,957.0,Separated,White,$20000 - 24999,Strong democrat,Catholic,Not applicable
2e3,958.0,Never married,White,$15000 - 19999,Not str democrat,Protestant,Other
2e3,959.0,Married,White,$25000 or more,Independent,None,Not applicable
2e3,960.0,Married,White,$25000 or more,Not str democrat,None,Not applicable
2e3,961.0,Married,White,$25000 or more,"Ind,near rep",Protestant,Other
2e3,962.0,Married,White,$10000 - 14999,Strong democrat,Protestant,Other
2e3,963.0,Married,White,Refused,Not str democrat,Protestant,Southern baptist
2e3,964.0,Never married,White,$25000 or more,Not str democrat,None,Not applicable
2e3,965.0,Married,White,Not applicable,Not str republican,Protestant,United methodist
2e3,966.0,Never married,White,$25000 or more,Independent,None,Not applicable
2e3,967.0,Married,White,$8000 to 9999,Strong republican,Protestant,Other presbyterian
2e3,968.0,Divorced,White,$10000 - 14999,Not str democrat,Catholic,Not applicable
2e3,969.0,Married,White,$25000 or more,"Ind,near rep",Protestant,United methodist
2e3,970.0,Married,White,$10000 - 14999,Not str democrat,Protestant,Lutheran-dk which
2e3,971.0,Never married,White,Not applicable,"Ind,near dem",Catholic,Not applicable
2e3,972.0,Never married,White,$6000 to 6999,Not str republican,Catholic,Not applicable
2e3,973.0,Married,White,$20000 - 24999,Not str republican,Protestant,Southern baptist
2e3,974.0,Divorced,White,Not applicable,Strong democrat,Protestant,United methodist
2e3,975.0,Widowed,White,Not applicable,Strong democrat,Protestant,Southern baptist
2e3,976.0,Divorced,White,$25000 or more,Strong republican,Protestant,Other
2e3,977.0,Never married,White,$25000 or more,Not str republican,Protestant,Episcopal
2e3,978.0,Married,White,$20000 - 24999,Independent,Protestant,No denomination
2e3,979.0,Married,White,$10000 - 14999,Strong republican,No answer,No answer
2e3,980.0,Divorced,White,Not applicable,"Ind,near dem",Protestant,Southern baptist
2e3,981.0,Married,White,No answer,"Ind,near rep",None,Not applicable
2e3,982.0,Never married,White,Not applicable,Strong democrat,Protestant,United methodist
2e3,983.0,Never married,Black,$25000 or more,Independent,Protestant,Other baptists
2e3,984.0,Never married,White,Not applicable,Strong republican,Protestant,Southern baptist
2e3,985.0,Separated,White,$15000 - 19999,"Ind,near dem",Catholic,Not applicable
2e3,986.0,Never married,White,$25000 or more,Not str republican,Protestant,Baptist-dk which
2e3,987.0,Divorced,White,$25000 or more,Not str republican,Protestant,Baptist-dk which
2e3,988.0,Married,Other,$5000 to 5999,No answer,Hinduism,Not applicable
2e3,989.0,Divorced,White,Not applicable,Not str republican,Protestant,Southern baptist
2e3,990.0,Married,White,$25000 or more,Not str democrat,Protestant,Other
2e3,991.0,Married,White,$25000 or more,Independent,None,Not applicable
2e3,992.0,Married,White,Not applicable,Strong democrat,Catholic,Not applicable
2e3,993.0,Married,White,Not applicable,Strong republican,Protestant,Southern baptist
2e3,994.0,Married,White,$25000 or more,Not str republican,Catholic,Not applicable
2e3,995.0,Married,White,Not applicable,Strong democrat,Catholic,Not applicable
2e3,996.0,Married,White,Not applicable,"Ind,near rep",Protestant,Other methodist
2e3,997.0,Never married,White,$8000 to 9999,Not str democrat,Catholic,Not applicable
2e3,998.0,Married,White,Not applicable,Independent,Protestant,No denomination
2e3,999.0,Married,White,Not applicable,Strong democrat,Protestant,Baptist-dk which
2e3,1e3,Married,White,$25000 or more,Strong democrat,Protestant,Southern baptist
2e3,1001.0,Divorced,White,$25000 or more,Strong democrat,None,Not applicable
2e3,1002.0,Never married,White,$25000 or more,Independent,Protestant,Other
2e3,1003.0,Married,White,Refused,Strong democrat,Catholic,Not applicable
2e3,1004.0,Married,White,$10000 - 14999,Other party,Protestant,Other
2e3,1005.0,Married,White,$25000 or more,Strong democrat,Protestant,United methodist
2e3,1006.0,Married,White,$15000 - 19999,Independent,Catholic,Not applicable
2e3,1007.0,Married,White,$25000 or more,Not str republican,Protestant,Other
2e3,1008.0,Married,White,$6000 to 6999,"Ind,near dem",None,Not applicable
2e3,1009.0,Married,White,Not applicable,Independent,None,Not applicable
2e3,1010.0,Married,White,$7000 to 7999,Independent,Protestant,Other
2e3,1011.0,Divorced,White,$25000 or more,Not str democrat,None,Not applicable
2e3,1012.0,Separated,White,$25000 or more,Independent,Protestant,Southern baptist
2e3,1013.0,Married,White,$25000 or more,Independent,Protestant,Southern baptist
2e3,1014.0,Widowed,White,Not applicable,Not str democrat,Catholic,Not applicable
2e3,1015.0,Married,White,$25000 or more,Strong democrat,Protestant,United methodist
2e3,1016.0,Never married,White,Not applicable,Not str republican,Catholic,Not applicable
2e3,1017.0,Separated,White,$25000 or more,Not str republican,Protestant,No answer
2e3,1018.0,Married,White,Not applicable,Not str democrat,Protestant,Luth ch in america
2e3,1019.0,Never married,Black,$5000 to 5999,Strong democrat,Protestant,Baptist-dk which
2e3,1020.0,Never married,Other,Not applicable,Strong democrat,Catholic,Not applicable
2e3,1021.0,Never married,White,$25000 or more,Not str republican,Protestant,Other
2e3,1022.0,Divorced,White,$10000 - 14999,Not str democrat,Christian,Not applicable
2e3,1023.0,Married,White,$1000 to 2999,Not str democrat,Protestant,Other
2e3,1024.0,Married,White,$10000 - 14999,Not str democrat,Protestant,United methodist
2e3,1025.0,Separated,White,Lt $1000,Other party,Protestant,No denomination
2e3,1026.0,Married,White,$8000 to 9999,Independent,Catholic,Not applicable
2e3,1027.0,Married,White,Not applicable,Not str democrat,Catholic,Not applicable
2e3,1028.0,Never married,White,$8000 to 9999,Strong democrat,Catholic,Not applicable
2e3,1029.0,Married,White,$25000 or more,Not str democrat,Catholic,Not applicable
2e3,1030.0,Married,White,$10000 - 14999,Not str democrat,Catholic,Not applicable
2e3,1031.0,Married,White,$10000 - 14999,Independent,Protestant,No denomination
2e3,1032.0,Married,Other,Not applicable,Not str democrat,Catholic,Not applicable
2e3,1033.0,Divorced,Black,$6000 to 6999,Not str republican,Protestant,Afr meth ep zion
2e3,1034.0,Never married,White,Not applicable,"Ind,near dem",Catholic,Not applicable
2e3,1035.0,Married,White,$10000 - 14999,Not str democrat,Catholic,Not applicable
2e3,1036.0,Married,White,Not applicable,Other party,Catholic,Not applicable
